Date;Screen Name;Full Name;Sentiment;Tweet Text;Tweet ID;App;Followers;Follows;Retweets;Favorites;Verfied;User Since;Location;Bio;Profile Image;Google Maps
3/28/2017 12:32:56;@estoenlinea;Esto en Línea;1;#Video ¿Necesitas un GOLAZO ante Trinidad y Tobago? ¡Llama a @Kbrito28! ¿Dónde estabas en el año 2001?… https://t.co/OSZo7DRDNc;846807334273744896;Twitter Web Client;124431;422;4;5;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 12:34:00;@Femavaz;Mexcrabs;1;RT @estoenlinea: #Video ¿Necesitas un GOLAZO ante Trinidad y Tobago? ¡Llama a @Kbrito28! ¿Dónde estabas en el año 2001? https://t.co/wGWMV…;846807604919717892;Twitter Web Client;198;200;4;0;No;28/06/2012;Tampico;;View;
3/28/2017 13:00:06;@sportstownmx;sportstownmx;1;La Selección Mexicana está a un paso de ir al mundial y de romper un récord ?? https://t.co/z4lMHXfvMM;846814171572297728;Facebook;199;42;0;0;No;07/09/2011;Mexico;http://t.co/QnoerSDMjN,es una revista deportiva con un toque sexy y humoristico.;View;
3/28/2017 13:02:45;@JullyannaRdz;Jullyanna.;-1;RT @EstadioDiario: La criminal entrada que acabó con un sueño europeo. https://t.co/gLNcEeyIZr;846814841599877121;Twitter for Android;2711;1253;2;0;No;03/03/2012;Mau?/CD9/5SOS/BTR/SWS/Aaron?;? @JosDice @soyalonsovillal @screamau?? @HayesGrier;View;
3/28/2017 13:08:45;@bardros;Mr.Guapo;1;#FutbolxESPN ¡Viva ????! Ya mas que listo para apoyar a la selección mexicana que hoy gana de visita ante T&T ¡VENGA MÉXICO!;846816348198125568;Mobile Web (M2);490;393;0;0;No;31/07/2013;Bardas, azoteas y cantinas.;El que es guapo es guapo feos. Gato alfa, sex-simbol, 1000% Guapo, Soltero y Sencillo que mas quieres mamacheeta. #TeamGuapos ??;View;
3/28/2017 13:41:55;@filisuarez03;Fili suarez;-1;RT @EstadioDiario: La criminal entrada que acabó con un sueño europeo. https://t.co/gLNcEeyIZr;846824696129748993;Twitter for iPhone;89;298;2;0;No;03/09/2011;;;View;
3/28/2017 13:54:07;@Gabriel_Hrndz11;NEYMAR JR ?11;0;RT @FutMomentoC: Javier Hernández llega a 46 goles con la selección mexicana y empata a Jared Borguetti como goleador histórico de México.…;846827765877915648;Twitter for Android;394;791;48;0;No;20/10/2011;;SIN FUTBOL NO HAY VIDA.!? Neymar Jr Santos Da Silva? Idolo?;View;
3/28/2017 14:02:14;@Mar7Danlio;daniel martinez;1;RT @estoenlinea: #Video ¿Necesitas un GOLAZO ante Trinidad y Tobago? ¡Llama a @Kbrito28! ¿Dónde estabas en el año 2001? https://t.co/wGWMV…;846829810114576384;Twitter for iPhone;19;193;4;0;No;02/05/2012;;;View;
3/28/2017 14:18:52;@Jonathan_Ros1;Jonathan Rosales;1;Roberto Carlos habló de la Selección Mexicana. Ojalá se cumpla https://t.co/d47RVTdwPC;846833996097097730;TweetDeck;131;140;0;0;No;18/06/2013;México;Soñador con grandes aspiraciones;View;
3/28/2017 14:44:12;@FOXDeportes;FOX Deportes;0;Este sería el 11 inicial de ???? para enfrentar a @TTFootballAssoc. ?? https://t.co/4eE39nzPHh;846840372064083968;TweetDeck;570514;601;1;7;No;27/09/2010;;Somos la primera cadena de deportes en español en USA. Síguenos para obtener las mejores noticias del mundo deportivo y recibe alertas de nuestra programación.;View;
3/28/2017 14:47:33;@MaNe_Atb;Alex Magno;-1;@ChiquimarcoMx Marco, cuál es tu pronóstico para el T&T vs México? Tomando en cuenta la alineación rara de la selección mexicana.;846841215517626369;Twitter for Android;45;198;0;0;No;06/05/2012;México D.F.;Hoy soy el guardián de sus sueños de amor!;View;
3/28/2017 15:00:11;@EcosCosta;Ecos de la Costa;0;#DEPORTESHoy, México defiende lo invicto ante Trinidad y Tobago La Selección Mexicana, líder de la eliminatoria... https://t.co/C7kXSJIPFJ;846844394007412736;Facebook;468;298;0;0;No;06/02/2015;;;View;
3/28/2017 15:11:02;@FOXDeportes;FOX Deportes;0;[Video] @CH14_ podría superar a @borgetti58 como máximo goleador de @miseleccionmx hoy mismo:… https://t.co/B1Q5Q9sDRo;846847121219239936;TweetDeck;570514;601;1;3;No;27/09/2010;;Somos la primera cadena de deportes en español en USA. Síguenos para obtener las mejores noticias del mundo deportivo y recibe alertas de nuestra programación.;View;
3/28/2017 15:15:49;@celiagonzalez07;Celia Gonzalez;0;RT @FOXDeportes: [Video] @CH14_ podría superar a @borgetti58 como máximo goleador de @miseleccionmx hoy mismo: https://t.co/c61mcS8BFR #Ru…;846848325424992256;Twitter for iPhone;129;54;1;0;No;25/11/2013;;;View;
3/28/2017 15:19:59;@celiagonzalez07;Celia Gonzalez;0;RT @FOXDeportes: Este sería el 11 inicial de ???? para enfrentar a @TTFootballAssoc. ?? https://t.co/4eE39nzPHh;846849375305371653;Twitter for iPhone;129;54;1;0;No;25/11/2013;;;View;
3/28/2017 15:24:36;@estoenlinea;Esto en Línea;1;#ChecaESTO La belleza mexicana presente en Trinidad y Tobago. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/qYh9y0SIvz;846850535403638784;TweetDeck;124431;422;5;15;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:26:58;@joseangelr10;José Angel Rueda;0;https://t.co/Hg8scIXydx;846851132844642304;TweetDeck;152;510;0;0;No;30/03/2013;;Quiero ser periodista y quiero ser escritor. Trabajo para la web del periódico deportivo con más tradición en México. El ESTO.;View;
3/28/2017 15:29:41;@Bhme_celpe;Moisés C;1;En un partido de la Selección Mexicana, nunca faltará el wey de Chihuahua con la bandera de México;846851817803862017;Twitter for Android;267;775;0;0;No;16/01/2011;A galaxy far, far away ;Voluntario internacional LaSallista :) El cielo en la noche es lo mejor?;View;
3/28/2017 15:30:02;@FOXDeportes;FOX Deportes;0;"El ""profe"" Osorio planea usar a @Diego_Reyes13, @Raul_Jimenez9 y Jesús Molina ante @TTFootballAssoc https://t.co/BZ72sxTnj8";846851903363432448;TweetDeck;570514;601;0;5;No;27/09/2010;;Somos la primera cadena de deportes en español en USA. Síguenos para obtener las mejores noticias del mundo deportivo y recibe alertas de nuestra programación.;View;
3/28/2017 15:31:35;@estoenlinea;Esto en Línea;1;#ChecaESTO ¡Gran ambiente en Puerto España! Se acerca la hora del partido. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/6EdoltdjU8;846852292863176704;TweetDeck;124431;422;1;4;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:31:58;@partyQeentu;Arturo Perez ??;1;RT @estoenlinea: #ChecaESTO La belleza mexicana presente en Trinidad y Tobago. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/qYh9y0SIvz;846852389403590656;Twitter for Android;773;572;5;0;No;30/05/2015;Puebla, México;La felicidad y el arte ,cobran vidas cuando se comparten ! drama Queen ??/ Cantaura Agridulce / Valiente /singer-songwriter / #instagram @patycantuOficial;View;
3/28/2017 15:32:28;@AguileraESTO;Salvador Aguilera;1;RT @estoenlinea: #ChecaESTO ¡Gran ambiente en Puerto España! Se acerca la hora del partido. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://…;846852516692209664;Twitter Web Client;10049;1559;1;0;No;11/11/2009;México;DIRECTOR ESTO;View;
3/28/2017 15:35:05;@estoenlinea;Esto en Línea;1;#ChecaESTO Los fans poco a poco llenan de color las inmediaciones del estadio. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/2ssm9wTXeP;846853173583110144;TweetDeck;124431;422;0;2;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:37:02;@joseangelr10;José Angel Rueda;0;https://t.co/Kn7cHFH8Bq;846853666426511360;TweetDeck;152;510;0;0;No;30/03/2013;;Quiero ser periodista y quiero ser escritor. Trabajo para la web del periódico deportivo con más tradición en México. El ESTO.;View;
3/28/2017 15:37:42;@davisinho27dm;?????????™????;1;RT @estoenlinea: #ChecaESTO La belleza mexicana presente en Trinidad y Tobago. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/qYh9y0SIvz;846853836060831744;Twitter for Android;919;939;5;0;No;15/03/2012;San Pancho, CA;????????????????;View;
3/28/2017 15:37:55;@estoenlinea;Esto en Línea;1;#ChecaESTO ¡Se vive una fiesta en Puerto España! Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/BBzkXheQsR;846853890586783744;TweetDeck;124431;422;1;2;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:38:52;@estoenlinea;Esto en Línea;0;#ChecaESTO ¿Cuál es tu pronóstico para el partido? Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/OQmlXBLeNG;846854129653694464;TweetDeck;124431;422;9;6;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:40:41;@RicardoRamses4;Ricardo Ramses;1;@LaRoja vivo en mexico pero es un deleite ver a la roja jugar futbol, tanto así q no veré a la selección mexicana por ver al mejor de americ;846854586837024768;Twitter Web Client;40;410;0;0;No;11/07/2013;Guadalajara, Jalisco;Nacido en Antofagasta,Chile;View;
3/28/2017 15:41:18;@heribertorz19;Heribertorz17;0;RT @estoenlinea: #ChecaESTO ¿Cuál es tu pronóstico para el partido? Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/OQmlXBLeNG;846854742034677760;Twitter for iPhone;538;2055;9;0;No;18/01/2017;Duarte, CA;calvillo ?#ags??#México.!??????. snp..! add me heriberto17rz ????????????????;View;
3/28/2017 15:44:23;@estoenlinea;Esto en Línea;0;#ChecaESTO Fans trinitarios, confiados de sacar un buen resultado ante @miseleccionmx Vía @LGO2184… https://t.co/W7OpdP1JPu;846855514319310849;Twitter Web Client;124431;422;3;1;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:47:40;@wedeslgnn;wedesignn;0;RT @estoenlinea: #ChecaESTO ¿Cuál es tu pronóstico para el partido? Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/OQmlXBLeNG;846856341931089920;Twitter for Android;46;2261;9;0;No;27/01/2012;earth;We design professional stuffs: #albumarts,#flyers,#posters #designs and lots more, so feel free to send in your requests.. Wedesignnstudios@gmail.com;View;
3/28/2017 15:49:20;@estoenlinea;Esto en Línea;0;#ChecaESTO Así llegó @miseleccionmx al Hasely Crawford. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/HB7bJaKfGA;846856763420790784;Twitter Web Client;124431;422;6;6;No;22/05/2009;México, D.F.;#ESTO diario de información deportiva con 75 años de experiencia. Es parte de la @OEMenlinea. Síguenos en Facebook: https://t.co/GR5tvwe1bO;View;
3/28/2017 15:49:31;@FiiDee_9410a;FíìDéè  VäzQ??Z;0;RT @estoenlinea: #ChecaESTO Así llegó @miseleccionmx al Hasely Crawford. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/HB7bJaKfGA;846856807071039489;Twitter for Android;369;2796;6;0;No;07/04/2011;;;View;
3/28/2017 15:50:02;@Ciudadano133;yosoy132;1;RT @estoenlinea: #ChecaESTO La belleza mexicana presente en Trinidad y Tobago. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/qYh9y0SIvz;846856936855265283;Twitter for iPhone;540;88;5;0;No;15/07/2011;;Nada + vergonzoso que periodistas prostituidos x gobierno. Nada + grave que su traición a colegas injustamente presos.;View;
3/28/2017 15:52:34;@HockeyGF46;Hockey Beaut;0;RT @estoenlinea: #ChecaESTO ¿Cuál es tu pronóstico para el partido? Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/OQmlXBLeNG;846857575639453696;Twitter for Android;68;2293;9;0;No;03/11/2011;A Rink in the Mitten;"College Student. Girlfriend of a College hockey defenseman player. Together since 042109; high school sweethearts ??";View;
3/28/2017 15:52:39;@DiarioQro;Diario de Querétaro;0;RT @estoenlinea: #ChecaESTO Así llegó @miseleccionmx al Hasely Crawford. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/HB7bJaKfGA;846857595751190528;Hootsuite;6315;647;6;0;No;01/02/2015;Queretaro, Mexico;Periódico local de #Querétaro de la @OEMenlinea, la empresa periodística más grande e importante de América Latina. 54 años informando a Querétaro.;View;
3/28/2017 15:52:40;@ElSoldeSnJuan;El Sol de San Juan;0;RT @estoenlinea: #ChecaESTO Así llegó @miseleccionmx al Hasely Crawford. Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/HB7bJaKfGA;846857600117432321;Hootsuite;1941;82;6;0;No;07/04/2013;;Periódico local de #SanJuanDelRío de la @OEMenlinea, la empresa periodística más grande e importante de América Latina.;View;
3/28/2017 15:52:54;@DiarioQro;Diario de Querétaro;0;RT @estoenlinea: #ChecaESTO Fans trinitarios, confiados de sacar un buen resultado ante @miseleccionmx Vía @LGO2184 https://t.co/RTBf8PuQ…;846857657730371590;Hootsuite;6315;647;3;0;No;01/02/2015;Queretaro, Mexico;Periódico local de #Querétaro de la @OEMenlinea, la empresa periodística más grande e importante de América Latina. 54 años informando a Querétaro.;View;
3/28/2017 15:52:54;@ElSoldeSnJuan;El Sol de San Juan;0;RT @estoenlinea: #ChecaESTO Fans trinitarios, confiados de sacar un buen resultado ante @miseleccionmx Vía @LGO2184 https://t.co/RTBf8PuQ…;846857661199142912;Hootsuite;1941;82;3;0;No;07/04/2013;;Periódico local de #SanJuanDelRío de la @OEMenlinea, la empresa periodística más grande e importante de América Latina.;View;
3/28/2017 15:53:13;@MJBthaMVP260;MB;0;RT @estoenlinea: #ChecaESTO ¿Cuál es tu pronóstico para el partido? Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/OQmlXBLeNG;846857739255013376;Twitter for Android;85;2263;9;0;No;26/04/2011;New Jersey;He is I and I am him...Debut mixtape 'Straight 2 The Top' here------ http://t.co/7vwlfFad ..... You can also download it free here http://t.co/gipK92cg;View;
3/28/2017 15:54:16;@Angie_Pulido;Angie Pulido;0;RT @estoenlinea: #ChecaESTO ¿Cuál es tu pronóstico para el partido? Vía @LGO2184 https://t.co/RTBf8PuQa1 https://t.co/OQmlXBLeNG;846858003047485440;Twitter for Android;924;578;9;0;No;11/11/2010;Torreón, Coahuila de Zaragoza;Dios es mi fuerza. Guerrera, editora Rincón del Santos, Ramazzottiana, Sabinera, académica 100%, futbolera, cuenta para tuitear de futbol y a veces otras cosas.;View;
